unix,date,symbol,open,high,low,close,vwap,Volume BCH,Volume USD,tradecount
1593820800,2020-07-04 00:00:00,BCH/USD,220.50,226.70,220.50,225.20,223.47,1423.37297875,320543.59481449996,899
1593734400,2020-07-03 00:00:00,BCH/USD,219.80,223.80,219.30,221.00,221.84,2593.70055648,573207.82298208,1031
1593648000,2020-07-02 00:00:00,BCH/USD,223.70,225.50,217.10,219.90,221.59,3724.68187690,819057.5447303101,1611
1593561600,2020-07-01 00:00:00,BCH/USD,222.00,226.50,220.80,223.70,224.07,4006.30753324,896210.9951857879,1668
1593475200,2020-06-30 00:00:00,BCH/USD,225.40,226.00,220.30,222.60,222.95,3862.80802999,859861.067475774,1235
1593388800,2020-06-29 00:00:00,BCH/USD,222.40,227.40,218.40,225.20,222.10,4734.18488436,1066138.435957872,1888
1593302400,2020-06-28 00:00:00,BCH/USD,216.10,225.30,213.40,222.20,219.33,5337.61938971,1186019.028393562,2047
1593216000,2020-06-27 00:00:00,BCH/USD,230.60,231.00,204.80,216.80,218.49,5131.39033768,1112485.425209024,2363
1593129600,2020-06-26 00:00:00,BCH/USD,232.20,233.30,227.90,230.70,230.66,3259.06434899,751866.145311993,1375
1593043200,2020-06-25 00:00:00,BCH/USD,232.50,234.60,226.20,232.20,231.51,4884.75666547,1134240.497722134,1885
1592956800,2020-06-24 00:00:00,BCH/USD,240.40,245.40,229.30,232.50,236.71,5579.62517503,1297262.853194475,2094
1592870400,2020-06-23 00:00:00,BCH/USD,241.20,244.20,239.20,240.10,240.67,5550.96139476,1332785.830881876,1845
1592784000,2020-06-22 00:00:00,BCH/USD,229.80,244.00,229.60,241.40,237.62,4462.31404048,1077202.609371872,1877
1592697600,2020-06-21 00:00:00,BCH/USD,232.60,233.80,229.70,230.00,232.02,2194.16128313,504657.09511989995,1049
1592611200,2020-06-20 00:00:00,BCH/USD,233.10,234.70,229.10,232.50,231.74,3166.26173174,736155.85262955,1389
1592524800,2020-06-19 00:00:00,BCH/USD,235.70,236.20,230.10,233.20,233.20,3800.56866029,886292.611579628,1742
1592438400,2020-06-18 00:00:00,BCH/USD,240.00,240.20,232.20,236.00,237.33,2965.40440762,699835.44019832,2749
1592352000,2020-06-17 00:00:00,BCH/USD,237.50,243.00,235.20,239.90,238.87,4274.89569392,1025547.476971408,1929
1592265600,2020-06-16 00:00:00,BCH/USD,236.10,239.40,233.60,237.50,236.52,4158.10332346,987549.5393217499,1691
1592179200,2020-06-15 00:00:00,BCH/USD,237.60,238.10,224.30,236.00,231.58,7600.94248001,1793822.4252823598,3029
1592092800,2020-06-14 00:00:00,BCH/USD,240.50,240.70,235.10,237.70,237.64,4959.69598706,1178919.736124162,1668
1592006400,2020-06-13 00:00:00,BCH/USD,240.80,242.00,237.30,240.60,239.64,3567.99031552,858458.469914112,1685
1591920000,2020-06-12 00:00:00,BCH/USD,234.50,243.40,232.90,240.90,239.27,7791.35761484,1876938.049414956,2945
1591833600,2020-06-11 00:00:00,BCH/USD,257.20,258.40,231.30,235.00,243.72,8561.66313632,2011990.8370351999,3701
1591747200,2020-06-10 00:00:00,BCH/USD,254.00,258.90,251.00,257.10,254.91,4731.12721435,1216372.806809385,2177
1591660800,2020-06-09 00:00:00,BCH/USD,255.60,257.20,249.30,253.90,253.39,4058.68758535,1030500.777920365,1887
1591574400,2020-06-08 00:00:00,BCH/USD,253.70,257.00,251.70,255.50,255.08,6899.38459000,1762792.762745,2122
1591488000,2020-06-07 00:00:00,BCH/USD,253.20,255.50,246.00,253.60,251.67,13144.31397144,3333398.023157184,4029
1591401600,2020-06-06 00:00:00,BCH/USD,255.70,258.00,251.20,253.10,254.39,3864.63531966,978139.199405946,2470
1591315200,2020-06-05 00:00:00,BCH/USD,256.20,263.20,254.70,257.10,258.19,4814.04984471,1237692.215074941,2476
1591228800,2020-06-04 00:00:00,BCH/USD,253.00,260.80,247.50,256.60,255.44,4805.85969289,1233183.597195574,3054
1591142400,2020-06-03 00:00:00,BCH/USD,250.80,253.40,246.50,253.10,250.28,3674.05885979,929904.297412849,2690
1591056000,2020-06-02 00:00:00,BCH/USD,253.20,269.20,238.60,250.90,254.99,13154.08889781,3300360.904460529,5354
1590969600,2020-06-01 00:00:00,BCH/USD,238.20,255.40,237.70,253.10,247.44,4940.87936090,1250536.56624379,2803
1590883200,2020-05-31 00:00:00,BCH/USD,252.50,252.50,236.50,238.80,244.78,3868.26470975,923741.6126883,1831
1590796800,2020-05-30 00:00:00,BCH/USD,238.80,253.50,236.50,252.30,244.68,4729.74293789,1193314.143229647,2237
